id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6623,Rental unit in Venice · ★4.94 · 2 bedrooms · 4 beds · 2 baths,15016,Francesca,Isole,San Polo,45.43817,12.32739,Entire home/apt,290,5,185,2023-10-12,1.08,3,309,8,
6624,Rental unit in Venice · ★4.98 · 2 bedrooms · 6 beds · 2 baths,15016,Francesca,Isole,Santa Croce,45.43977,12.32736,Entire home/apt,291,4,87,2023-10-12,0.59,3,335,8,
12074,Rental unit in Venice · ★4.94 · 2 bedrooms · 4 beds · 2 baths,15016,Francesca,Isole,San Polo,45.43896,12.3297,Entire home/apt,220,4,201,2023-09-26,1.21,3,226,2,
27116,Bed and breakfast in Venice · ★4.84 · 1 bedroom · 2 beds · 1 private bath,116144,Giò&Giò,Isole,San Marco,45.43277,12.33456,Private room,300,1,414,2022-11-11,2.55,3,32,0,
44527,Rental unit in Venice · ★4.85 · 3 bedrooms · 3 beds · 2 baths,120215,Marc & Elisabeth,Isole,Cannaregio,45.44569,12.32902,Entire home/apt,390,3,128,2023-11-28,0.83,2,286,27,M0270422294
47383,Bed and breakfast in Venice · ★4.92 · 1 bedroom · 1 bed · 1 private bath,214390,Alessandro,Isole,San Polo,45.43921,12.3331,Hotel room,75,2,379,2023-11-27,2.36,4,331,50,
47549,Rental unit in Venice · ★4.80 · 3 bedrooms · 3 beds · 2 baths,215652,Caterina E Alessandro,Isole,Dorsoduro,45.43593,12.32521,Entire home/apt,191,2,145,2020-01-18,0.98,2,156,0,
49656,Rental unit in Venice · ★4.80 · 2 bedrooms · 2 beds · 1 bath,226598,Andrea,Isole,Dorsoduro,45.43549,12.32612,Entire home/apt,100,3,111,2023-10-31,0.82,2,167,6,Z00521
60020,Bed and breakfast in Venice · ★4.41 · 1 bedroom · 1 bed · 1 private bath,288785,Nicola,Isole,Cannaregio,45.44229,12.3304,Hotel room,135,2,67,2022-06-17,0.42,2,336,0,
60304,Bed and breakfast in Venice · ★4.89 · 1 bedroom · 1 bed · 1 private bath,290452,Marco,Isole,Cannaregio,45.44453,12.333,Private room,87,1,160,2023-05-06,1.06,2,124,1,
61714,Bed and breakfast in Venice · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,289023,Francesca,Isole,Giudecca,45.42708,12.31823,Private room,91,2,418,2023-11-01,2.68,2,244,53,
63267,Rental unit in Venice · ★5.0 · 1 bedroom · 1 bed · 1 bath,308732,Cristina,Isole,Castello,45.43886,12.3499,Entire home/apt,90,3,11,2020-01-03,0.16,1,2,0,
